listing_id,location,property_type,rooms,bathrooms,car_parks,size_sqft,furnished,monthly_rent,date_listed,agent_rating
KV101101,Subang Jaya,Terrace House,3.0,2.0,,"1,910 sq. ft.",,"RM 3,650",25/04/2025,3.8
KV100666,Subang Jaya,Serviced Residence,2.0,2.0,0.0,890 sq. ft.,Fully Furnished,"RM 2,850",19/06/2026,
KV100308,Kajang,Studio,1.0,1.0,-0.0,510 sq. ft.,Fully Furnished,"RM 1,100",2026-08-15,3.8
KV100926,Subang Jaya,Serviced Residence,4.0,3.0,2.0,"1,050 sq. ft.",Partially Furnished,"RM 2,650",2026-03-23,
KV100523,Cyberjaya,Serviced Residence,3.0,2.0,2.0,920 sq. ft.,Partially Furnished,"RM 2,000",2026-05-13,3.6
KV100023,Ampang,Terrace House,3.0,2.0,2.0,"1,570 sq. ft.",Fully Furnished,"RM 4,250",2025-09-24,3.1
KV100952,CYBERJAYA,Condominium,4.0,4.0,,"1,130 sq. ft.",Partially Furnished,"RM 2,550",2026-03-10,3.6
KV101024,Puchong,Apartment,4.0,3.0,2.0,770 sq. ft.,Fully Furnished,"RM 1,650",2025-07-02,4.6
KV100278,Kajang,Apartment,4.0,3.0,1.0,740 sq. ft.,Fully Furnished,"RM 72,304",2025-10-31,3.7
KV100770,Setapak,Condominium,4.0,3.0,2.0,"1,040 sq. ft.",Not Furnished,"RM 1,750",2026-05-08,
KV100587,shah alam,Apartment,4.0,,3.0,990 sq. ft.,Partially Furnished,"RM 2,350",2026-08-14,5.0
KV100186,Kajang,Serviced Residence,4.0,4.0,2.0,940 sq. ft.,Fully Furnished,"RM 1,800",16/01/2026,3.8
KV100541,  Subang Jaya ,Apartment,4.0,3.0,3.0,970 sq. ft.,Not Furnished,"RM 1,900",2026-03-29,4.2
KV101013,Cheras,Serviced Residence,3.0,2.0,,"1,040 sq. ft.",Fully Furnished,"RM 2,450",2026-05-21,4.2
KV100995,Petaling Jaya,Serviced Residence,3.0,2.0,2.0,950 sq. ft.,Fully Furnished,"RM 3,250",2026-05-05,4.3
KV101162,Setapak,Condominium,2.0,1.0,,"1,080 sq. ft.",Not Furnished,"RM 1,900",2025-06-30,3.3
KV100123,Puchong,Serviced Residence,4.0,3.0,1.0,880 sq. ft.,Not Furnished,"RM 1,850",06/12/2025,3.4
KV100698,Petaling Jaya,Studio,1.0,1.0,2.0,430 sq. ft.,,"RM 1,250",2025-11-28,3.2
KV100956,Bangsar,Serviced Residence,4.0,4.0,2.0,,Fully Furnished,"RM 4,900",2026-07-13,3.6
KV101062,Petaling Jaya,Condominium,3.0,3.0,2.0,870 sq. ft.,fully furnished,"RM 2,900",27/06/2025,3.8
KV100334,Subang Jaya,Condominium,4.0,4.0,2.0,"1,080 sq. ft.",Fully Furnished,"RM 2,750",2025-12-04,
KV100595,Bangsar,Condominium,2.0,,1.0,"1,380 sq. ft.",FULLY FURNISHED,"RM 7,150",2025-07-16,3.4
KV100619,Puchong,Terrace House,4.0,3.0,,"1,340 sq. ft.",Not Furnished,"RM 1,600",2026-02-15,3.4
KV101017,Cyberjaya,Condominium,2.0,1.0,1.0,"1,380 sq. ft.",Partially Furnished,"RM 2,950",19/08/2025,3.7
KV100934,Shah Alam,Condominium,3.0,,2.0,"1,370 sq. ft.",Fully Furnished,"RM 3,450",2025-04-12,4.2
KV100231,Kajang  ,Condominium,4.0,3.0,3.0,940 sq. ft.,Partly Furnished,"RM 1,700",14/01/2026,3.3
KV100147,Setapak,Terrace House,5.0,5.0,2.0,"1,520 sq. ft.",Partially Furnished,"RM 2,250",29/03/2025,
KV100953,Ampang,Terrace House,3.0,2.0,2.0,"1,650 sq. ft.",Fully Furnished,"RM 3,600",2025-09-09,4.3
KV100167,Subang Jaya,Condominium,3.0,2.0,2.0,"1,330 sq. ft.",Fully Furnished,"RM 3,550",2026-05-23,3.9
KV100224,KLCC,Serviced Residence,2.0,1.0,,"1,060 sq. ft.",Partially Furnished,"RM 5,450",2025-05-08,3.6
KV101127,Cheras,Condominium,4.0,4.0,3.0,"1,330 sq. ft.",,"RM 3,400",2025-05-25,3.3
KV100070,Kajang,Apartment,3.0,3.0,,830 sq. ft.,Not Furnished,"RM 1,150",2026-03-18,4.3
KV100408,CHERAS,Terrace House,4.0,3.0,,"1,380 sq. ft.",Partially Furnished,"RM 2,350",30/06/2026,4.6
KV100633,KLCC,Serviced Residence,3.0,2.0,2.0,"1,000 sq. ft.",Fully Furnished,"RM 5,250",30/12/2025,3.9
KV100171,SUBANG JAYA,Condominium,3.0,2.0,2.0,"1,450 sq. ft.",fully furnished,"RM 3,850",21/10/2025,4.4
KV100507,Bangsar,Serviced Residence,2.0,1.0,2.0,"1,050 sq. ft.",Fully Furnished,"RM 5,400",26/11/2025,4.4
KV100168,Cheras,Condominium,3.0,3.0,2.0,"1,080 sq. ft.",Full Furnished,"RM 2,500",23/08/2026,4.4
KV100237,Bangsar,Serviced Residence,2.0,1.0,2.0,"1,050 sq. ft.",FULLY FURNISHED,"RM 5,400",28/04/2025,3.5
KV100336,Bangsar  ,Studio,1.0,1.0,-0.0,430 sq. ft.,Full Furnished,"RM 2,200",04/06/2025,3.8
KV100734,PETALING JAYA,Serviced Residence,2.0,,1.0,760 sq. ft.,Partially Furnished,"RM 2,500",2025-06-14,3.5
KV100648,Cyberjaya,Serviced Residence,3.0,2.0,2.0,670 sq. ft.,Unfurnished,"RM 1,450",09/04/2026,4.9
KV100125,Mont Kiara,Serviced Residence,2.0,2.0,0.0,870 sq. ft.,FULLY FURNISHED,"RM 4,800",2026-01-20,4.2
KV100471,AMPANG,Apartment,4.0,3.0,1.0,770 sq. ft.,Partially Furnished,"RM 1,800",22/08/2025,4.4
KV100474,Petaling Jaya  ,Condominium,2.0,1.0,2.0,"1,290 sq. ft.",Fully Furnished,"RM 3,900",13/06/2025,4.3
KV101091,subang jaya,Condominium,2.0,,1.0,"1,560 sq. ft.",Partially Furnished,"RM 3,800",2025-03-14,4.5
KV100771,Ampang,Apartment,4.0,3.0,2.0,930 sq. ft.,Partially Furnished,RM 0,01/02/2026,4.5
KV100857,CYBERJAYA,Serviced Residence,2.0,1.0,1.0,,Fully Furnished,"RM 2,400",2026-03-11,4.2
KV100042,PETALING JAYA,Serviced Residence,3.0,2.0,,830 sq. ft.,Not Furnished,"RM 2,150",29/05/2026,3.2
KV100796,Ampang,Apartment,3.0,2.0,0.0,910 sq. ft.,Fully Furnished,"RM 2,700",2025-07-14,7.0
KV101010,CYBERJAYA,Apartment,0.0,1.0,0.0,940 sq. ft.,Fully Furnished,"RM 2,550",2026-07-31,4.2
KV100132,Petaling Jaya,Terrace House,4.0,3.0,2.0,"1,410 sq. ft.",Partially Furnished,"RM 3,050",14/04/2026,3.9
KV100350,KLCC,Serviced Residence,2.0,1.0,2.0,760 sq. ft.,Not Furnished,"RM 3,800",2025-12-09,3.3
KV100038,Ampang,Condominium,3.0,2.0,2.0,910 sq. ft.,Partially Furnished,"RM 2,500",2026-02-17,3.6
KV101102,Setapak,Apartment,3.0,2.0,2.0,930 sq. ft.,Fully Furnished,"RM 1,950",2025-11-23,4.1
KV100714,Bangsar,Condominium,2.0,1.0,1.0,990 sq. ft.,PARTIALLY FURNISHED,"RM 4,400",08/05/2025,4.3
KV100737,Puchong,Serviced Residence,2.0,2.0,2.0,700 sq. ft.,Fully Furnished,"RM 1,500",2025-04-24,4.0
KV101085,Bangsar  ,Studio,1.0,1.0,0.0,350 sq. ft.,Not Furnished,"RM 1,250",2025-10-13,4.2
KV100166,Kajang,Apartment,4.0,,2.0,"1,130 sq. ft.",Unfurnished,"RM 1,550",2025-09-21,3.8
KV101051,  Petaling Jaya ,Condominium,4.0,3.0,1.0,"1,120 sq. ft.",Fully Furnished,"RM 3,750",2026-06-11,4.2
KV100071,cyberjaya,Apartment,3.0,2.0,2.0,920 sq. ft.,Not Furnished,"RM 1,650",2026-04-06,3.6
KV100548,  KLCC ,Apartment,2.0,1.0,1.0,870 sq. ft.,Full Furnished,"RM 4,350",2025-12-07,5.0
KV100729,bangsar,Condominium,4.0,3.0,2.0,"1,330 sq. ft.",FULLY FURNISHED,"RM 5,500",27/04/2025,4.2
KV100969,mont kiara,Terrace House,5.0,4.0,2.0,"2,040 sq. ft.",Unfurnished,"RM 5,400",29/06/2025,3.7
KV101163,Puchong,Serviced Residence,3.0,3.0,2.0,910 sq. ft.,Partially Furnished,"RM 1,950",2025-09-14,4.0
KV100937,SETAPAK,Condominium,2.0,2.0,1.0,"1,070 sq. ft.",Not Furnished,"RM 1,850",2025-11-30,
KV100863,KLCC,Condominium,2.0,1.0,1.0,"1,150 sq. ft.",Partially Furnished,"RM 5,000",2025-11-28,3.8
KV100004,Mont Kiara,Serviced Residence,4.0,3.0,3.0,,fully furnished,"RM 6,000",2026-04-26,4.2
KV100621,Kajang,Serviced Residence,2.0,,1.0,940 sq. ft.,Not Furnished,"RM 1,550",14/06/2025,4.1
KV101072,subang jaya,Serviced Residence,4.0,3.0,2.0,,FULLY FURNISHED,"RM 3,750",2025-10-27,4.1
KV100451,Cyberjaya,Condominium,2.0,2.0,1.0,"9,319 sq. ft.",Partially Furnished,"RM 2,450",2026-06-01,4.6
KV100399,Ampang,Studio,1.0,1.0,,560 sq. ft.,Full Furnished,"RM 2,000",13/12/2025,4.2
KV100769,Puchong,Apartment,4.0,4.0,3.0,830 sq. ft.,Partially Furnished,"RM 1,750",2026-05-13,4.7
KV100318,Shah Alam,Studio,1.0,1.0,,410 sq. ft.,Fully Furnished,"RM 1,150",20/05/2026,4.0
KV100967,AMPANG,Studio,1.0,1.0,-0.0,340 sq. ft.,fully furnished,"RM 1,450",2025-05-28,
KV100430,Bangsar,Serviced Residence,4.0,3.0,,910 sq. ft.,Fully Furnished,"RM 4,700",2025-04-11,4.1
KV100820,Puchong,Condominium,3.0,2.0,2.0,"1,350 sq. ft.",,"RM 2,650",2026-01-02,4.2
KV101089,Cyberjaya,Serviced Residence,4.0,4.0,3.0,730 sq. ft.,Fully Furnished,"RM 1,600",11/03/2026,4.1
KV100094,Petaling Jaya,Condominium,2.0,1.0,2.0,"1,310 sq. ft.",Not Furnished,"RM 2,850",2025-07-05,4.0
KV100095,KAJANG,Apartment,2.0,2.0,0.0,870 sq. ft.,Unfurnished,"RM 1,300",2025-06-06,3.4
KV100351,KLCC  ,Condominium,2.0,1.0,2.0,"1,270 sq. ft.",FULLY FURNISHED,"RM 7,150",12/11/2025,4.2
KV100325,KLCC,Condominium,3.0,2.0,2.0,"1,010 sq. ft.",Fully Furnished,"RM 5,350",2025-09-29,3.7
KV100655,Shah Alam,Apartment,2.0,1.0,,820 sq. ft.,partially furnished,"RM 1,850",2025-08-01,4.6
KV101149,  Petaling Jaya ,Condominium,4.0,3.0,,"1,180 sq. ft.",Fully Furnished,"RM 3,700",02/02/2026,4.5
KV100767,Cheras,Condominium,3.0,3.0,,"1,220 sq. ft.",Fully Furnished,"RM 3,150",2025-10-24,
KV100058,  Setapak ,Serviced Residence,2.0,1.0,2.0,"1,310 sq. ft.",Partially Furnished,"RM 2,650",2026-02-22,4.5
KV100445,Cheras,Apartment,2.0,2.0,,750 sq. ft.,,"RM 1,450",2026-08-22,3.2
KV100725,Cyberjaya  ,Condominium,3.0,3.0,0.0,"1,280 sq. ft.",Partially Furnished,"RM 2,750",2026-08-21,4.8
KV100610,Kajang,Serviced Residence,3.0,2.0,2.0,480 sq. ft.,FULLY FURNISHED,"RM 1,050",2025-05-03,3.9
KV100024,KLCC,Apartment,2.0,2.0,,840 sq. ft.,PARTIALLY FURNISHED,"RM 3,350",11/12/2025,4.6
KV100754,  Kajang ,Serviced Residence,4.0,4.0,3.0,"1,030 sq. ft.",Fully Furnished,"RM 2,400",2026-07-20,5.0
KV100372,Ampang,Condominium,3.0,2.0,,"1,210 sq. ft.",Fully Furnished,"RM 3,800",21/09/2025,4.1
KV100244,SHAH ALAM,Terrace House,3.0,3.0,0.0,"1,730 sq. ft.",Not Furnished,"RM 2,400",2026-02-06,3.8
KV100025,Cyberjaya,Apartment,2.0,1.0,1.0,890 sq. ft.,Fully Furnished,"RM 1,900",2026-04-17,3.3
KV100222,Subang Jaya,Apartment,2.0,1.0,,740 sq. ft.,Fully Furnished,"RM 1,800",24/04/2025,3.1
KV100731,  Kajang ,Condominium,4.0,3.0,3.0,950 sq. ft.,Not Furnished,"RM 1,450",2025-06-08,3.5
KV100105,Petaling Jaya  ,Condominium,3.0,2.0,2.0,"1,400 sq. ft.",partially furnished,"RM 3,300",19/07/2026,4.4
KV101098,Subang Jaya,Serviced Residence,2.0,1.0,1.0,"1,100 sq. ft.",Not Furnished,"RM 3,100",30/06/2025,
KV100130,Cyberjaya,Condominium,,2.0,,"1,060 sq. ft.",fully furnished,"RM 2,800",2025-11-29,4.5
KV100153,Ampang,Serviced Residence,2.0,2.0,2.0,900 sq. ft.,Partially Furnished,"RM 3,150",17/05/2025,
KV100882,Puchong,Serviced Residence,4.0,4.0,3.0,"1,020 sq. ft.",Unfurnished,"RM 1,750",25/04/2025,
KV100993,PUCHONG,Studio,1.0,1.0,0.0,300 sq. ft.,Partially Furnished,RM 550,22/08/2025,3.9
KV100544,PETALING JAYA,Condominium,2.0,1.0,2.0,"16,504 sq. ft.",Not Furnished,"RM 2,050",2025-09-01,3.6
KV101080,KLCC,Apartment,2.0,1.0,1.0,960 sq. ft.,Not Furnished,"RM 4,100",26/06/2026,
KV100075,PETALING JAYA,Condominium,2.0,1.0,1.0,890 sq. ft.,Partly Furnished,"RM 2,300",05/01/2026,
KV100962,Mont Kiara,Condominium,4.0,,3.0,"1,170 sq. ft.",Partially Furnished,"RM 4,600",2026-07-30,3.6
KV101082,  Puchong ,Condominium,2.0,1.0,1.0,"1,710 sq. ft.",Not Furnished,"RM 2,750",2026-01-31,4.1
KV100712,Petaling Jaya  ,Studio,1.0,1.0,0.0,460 sq. ft.,not furnished,"RM 1,350",2026-03-29,3.3
KV100407,Petaling Jaya,Condominium,2.0,2.0,1.0,840 sq. ft.,Partially Furnished,"RM 2,150",2026-02-13,4.4
KV101005,Setapak,Condominium,3.0,3.0,2.0,"1,340 sq. ft.",Partially Furnished,"RM 2,800",15/05/2026,4.2
KV100446,setapak,Serviced Residence,2.0,2.0,0.0,"1,240 sq. ft.",Fully Furnished,"RM 3,550",2025-04-28,3.8
KV101151,Cheras,Condominium,3.0,2.0,2.0,"1,290 sq. ft.",Not Furnished,"RM 1,950",2025-05-20,3.5
KV100199,Setapak,Condominium,4.0,4.0,1.0,720 sq. ft.,Partially Furnished,"RM 1,500",2025-03-31,3.5
KV100879,Kajang,Apartment,4.0,4.0,1.0,920 sq. ft.,Partially Furnished,"RM 1,300",18/10/2025,4.1
KV100134,KLCC,Serviced Residence,3.0,,,"1,010 sq. ft.",FULLY FURNISHED,"RM 6,100",2025-07-20,3.7
KV100377,KLCC,Apartment,4.0,3.0,,840 sq. ft.,Fully Furnished,"RM 3,900",2026-01-16,3.8
KV100259,Ampang  ,Apartment,2.0,1.0,1.0,910 sq. ft.,Partially Furnished,"RM 2,300",2026-06-08,4.5
KV100617,Cheras,Serviced Residence,,2.0,0.0,900 sq. ft.,Fully Furnished,"RM 2,450",2025-06-26,4.5
KV100003,Subang Jaya,Serviced Residence,3.0,2.0,2.0,900 sq. ft.,Partially Furnished,"RM 2,550",16/05/2026,4.7
KV100811,Bangsar,Condominium,3.0,2.0,,"1,140 sq. ft.",Fully Furnished,"RM 4,750",2025-06-16,4.3
KV100210,Puchong,Apartment,4.0,3.0,2.0,970 sq. ft.,Full Furnished,"RM 2,250",01/04/2026,4.5
KV100196,Petaling Jaya,Condominium,3.0,2.0,2.0,880 sq. ft.,,"RM 2,850",2026-08-19,5.0
KV100992,Mont Kiara,Condominium,4.0,4.0,,"1,310 sq. ft.",Not Furnished,"RM 4,350",2025-09-05,4.4
KV100500,Cyberjaya,Condominium,2.0,1.0,1.0,"1,390 sq. ft.",Full Furnished,"RM 3,850",2026-05-29,4.7
KV100603,Setapak,Terrace House,3.0,2.0,0.0,980 sq. ft.,,"RM 1,400",14/05/2026,3.7
KV100026,Puchong,Terrace House,3.0,2.0,,"1,660 sq. ft.",Fully Furnished,"RM 2,550",2026-04-20,
KV100324,Bangsar,Serviced Residence,2.0,,2.0,750 sq. ft.,PARTIALLY FURNISHED,"RM 2,650",22/06/2026,4.0
KV101168,Ampang,Serviced Residence,2.0,,,890 sq. ft.,Partially Furnished,"RM 3,000",2025-08-14,4.0
KV100517,KLCC,Condominium,4.0,3.0,,"1,100 sq. ft.",,"RM 5,300",2025-11-15,4.1
KV101143,Bangsar,Apartment,4.0,3.0,,"1,030 sq. ft.",Fully Furnished,"RM 4,100",29/10/2025,3.4
KV100355,Ampang,Condominium,2.0,1.0,1.0,"1,100 sq. ft.",Fully Furnished,"RM 3,400",2026-04-22,3.0
KV100061,Shah Alam,Condominium,4.0,3.0,,"1,360 sq. ft.",Partially Furnished,"RM 2,900",2025-06-21,4.2
KV100702,Setapak,Serviced Residence,3.0,,,840 sq. ft.,Fully Furnished,"RM 2,000",28/08/2025,4.4
KV101185,petaling jaya,Condominium,4.0,3.0,1.0,"1,250 sq. ft.",FULLY FURNISHED,"RM 3,950",24/11/2025,3.0
KV101116,Shah Alam,Studio,1.0,1.0,-0.0,430 sq. ft.,Fully Furnished,"RM 1,350",04/10/2025,4.5
KV100339,cheras,Serviced Residence,3.0,3.0,2.0,560 sq. ft.,Fully Furnished,"RM 1,300",18/02/2026,4.7
KV100736,Subang Jaya,Serviced Residence,2.0,1.0,0.0,670 sq. ft.,Partially Furnished,"RM 1,700",2025-04-03,3.7
KV100735,Kajang,Studio,1.0,1.0,0.0,380 sq. ft.,Fully Furnished,RM 850,26/04/2026,3.5
KV100651,KLCC,Apartment,3.0,2.0,0.0,990 sq. ft.,Fully Furnished,"RM 5,400",16/08/2026,
KV101183,Ampang,Condominium,4.0,4.0,2.0,"1,020 sq. ft.",Partially Furnished,"RM 2,800",2026-05-09,4.9
KV101095,Shah Alam,Terrace House,3.0,2.0,2.0,"1,950 sq. ft.",Partially Furnished,"RM 3,450",08/09/2025,5.0
KV100526,Petaling Jaya,Serviced Residence,4.0,4.0,2.0,980 sq. ft.,Partially Furnished,"RM 2,600",2025-11-25,5.0
KV100483,Bangsar,Serviced Residence,3.0,3.0,2.0,870 sq. ft.,Not Furnished,"RM 3,150",13/01/2026,3.5
KV100876,Cheras,Terrace House,4.0,3.0,2.0,"2,110 sq. ft.",,"RM 3,450",28/03/2026,2.9
KV100905,puchong,Condominium,4.0,3.0,2.0,,Not Furnished,"RM 1,900",2025-03-18,4.5
KV100008,Setapak,Condominium,3.0,2.0,0.0,940 sq. ft.,Not Furnished,"RM 1,300",2026-06-18,7.0
KV100750,Puchong,Serviced Residence,2.0,2.0,,880 sq. ft.,Fully Furnished,"RM 2,150",21/04/2025,4.4
KV100620,SETAPAK,Terrace House,3.0,2.0,2.0,"1,770 sq. ft.",,"RM 2,200",2026-08-08,5.0
KV101055,KLCC,Serviced Residence,3.0,2.0,2.0,950 sq. ft.,Partially Furnished,"RM 4,350",2026-06-19,
KV100300,Setapak,Condominium,2.0,,1.0,"1,090 sq. ft.",Fully Furnished,"RM 2,550",18/11/2025,4.4
KV100671,Kajang,Terrace House,3.0,2.0,2.0,"1,340 sq. ft.",Fully Furnished,"RM 2,000",2026-04-05,3.3
KV100835,KLCC,Condominium,4.0,3.0,2.0,"1,090 sq. ft.",Fully Furnished,"RM 62,060",2026-03-12,3.6
KV100127,Bangsar  ,Apartment,3.0,,0.0,950 sq. ft.,Partially Furnished,"RM 3,150",2026-03-28,3.7
KV100074,SUBANG JAYA,Terrace House,3.0,3.0,2.0,"1,750 sq. ft.",Fully Furnished,"RM 3,600",2025-04-16,3.2
KV101105,Cyberjaya,Condominium,2.0,1.0,2.0,"1,260 sq. ft.",Not Furnished,"RM 2,350",2026-04-17,4.0
KV100883,Kajang  ,Serviced Residence,2.0,1.0,0.0,910 sq. ft.,Partially Furnished,"RM 1,850",2026-05-13,4.2
KV100057,Ampang,Serviced Residence,4.0,4.0,,"1,060 sq. ft.",Partially Furnished,"RM 3,500",31/08/2026,3.6
KV101039,Bangsar,Serviced Residence,99.0,2.0,0.0,"1,000 sq. ft.",Partially Furnished,"RM 4,250",2025-10-18,4.1
KV100506,Subang Jaya,Condominium,3.0,,2.0,"1,260 sq. ft.",Fully Furnished,"RM 3,650",2025-12-28,6.5
KV100843,Puchong,Condominium,4.0,4.0,2.0,"1,060 sq. ft.",Partly Furnished,"RM 2,300",07/08/2026,3.6
KV100297,Kajang,Condominium,3.0,3.0,2.0,"1,580 sq. ft.",Partially Furnished,"RM 2,700",08/07/2026,5.0
KV100530,setapak,Condominium,4.0,3.0,1.0,"1,030 sq. ft.",Partly Furnished,"RM 2,050",2025-06-21,4.3
KV100217,Setapak,Terrace House,4.0,3.0,3.0,"1,910 sq. ft.",Not Furnished,"RM 2,050",2026-05-23,
KV100674,Shah Alam,Condominium,3.0,3.0,2.0,"1,180 sq. ft.",not furnished,"RM 2,500",2026-03-07,5.0
KV100922,Cheras,Terrace House,4.0,3.0,3.0,"1,260 sq. ft.",Partially Furnished,"RM 2,100",2026-05-30,4.2
KV100344,KLCC,Terrace House,5.0,5.0,2.0,"1,670 sq. ft.",Partially Furnished,"RM 6,900",2026-04-12,
KV100484,Kajang,Studio,1.0,,,470 sq. ft.,Fully Furnished,"RM 1,100",2025-04-05,3.5
KV100761,  Petaling Jaya ,Studio,1.0,1.0,-0.0,390 sq. ft.,Fully Furnished,"RM 1,250",2025-12-08,3.4
KV100697,KLCC,Terrace House,4.0,3.0,1.0,"1,860 sq. ft.",Fully Furnished,"RM 8,100",2026-08-28,3.8
KV100556,Bangsar,Serviced Residence,2.0,1.0,0.0,"1,050 sq. ft.",Fully Furnished,"RM 4,950",2026-03-12,3.8
KV101045,Setapak,Condominium,3.0,2.0,0.0,"1,240 sq. ft.",fully furnished,"RM 2,600",2025-12-09,4.3
KV101054,Mont Kiara,Serviced Residence,2.0,1.0,0.0,910 sq. ft.,Fully Furnished,"RM 4,700",2026-05-21,3.5
KV100716,Shah Alam,Apartment,4.0,3.0,3.0,"1,040 sq. ft.",Partly Furnished,"RM 2,250",2025-07-20,5.0
KV100872,Petaling Jaya,Condominium,3.0,2.0,,"1,230 sq. ft.",fully furnished,"RM 3,750",2026-03-08,3.1
KV100536,Subang Jaya,Condominium,2.0,1.0,0.0,"1,500 sq. ft.",Partly Furnished,"RM 3,200",2025-06-06,4.3
KV100266,Mont Kiara,Condominium,0.0,1.0,1.0,"1,140 sq. ft.",Fully Furnished,"RM 5,300",2026-05-14,5.0
KV100006,Setapak,Terrace House,5.0,4.0,2.0,"1,690 sq. ft.",partially furnished,"RM 2,400",19/06/2025,4.2
KV100447,Ampang,Serviced Residence,4.0,3.0,2.0,930 sq. ft.,not furnished,"RM 2,600",06/08/2025,4.4
KV100122,kajang,Condominium,2.0,1.0,1.0,"1,350 sq. ft.",Fully Furnished,"RM 2,900",2026-05-03,4.5
KV100681,Petaling Jaya,Condominium,2.0,2.0,2.0,"1,300 sq. ft.",Partially Furnished,"RM 3,100",04/04/2025,4.7
KV100138,KLCC  ,Serviced Residence,,,2.0,800 sq. ft.,Fully Furnished,"RM 4,550",16/06/2025,3.6
KV100163,Ampang,Serviced Residence,2.0,1.0,,"1,190 sq. ft.",Partially Furnished,"RM 3,950",2025-10-30,5.0
KV100748,Cyberjaya,Studio,1.0,1.0,,500 sq. ft.,Partially Furnished,"RM 1,300",2025-10-24,4.6
KV101081,KLCC,Terrace House,4.0,3.0,2.0,"1,470 sq. ft.",Partly Furnished,"RM 5,350",2026-08-10,4.2
KV101084,Petaling Jaya,Terrace House,4.0,3.0,2.0,,Fully Furnished,"RM 2,750",2025-12-14,4.7
KV100043,Kajang,Condominium,4.0,3.0,,810 sq. ft.,Partially Furnished,"RM 1,500",2025-04-27,4.5
KV100781,Mont Kiara,Apartment,2.0,1.0,,570 sq. ft.,Not Furnished,"RM 2,350",2025-12-20,4.4
KV100768,Kajang,Serviced Residence,4.0,3.0,1.0,660 sq. ft.,Partially Furnished,"RM 1,100",29/08/2026,4.1
KV100319,KLCC,Condominium,4.0,4.0,1.0,"1,300 sq. ft.",Fully Furnished,"RM 7,450",2025-10-14,4.0
KV100815,Subang Jaya,Apartment,2.0,2.0,,890 sq. ft.,Fully Furnished,"RM 2,350",2026-04-14,3.3
KV100810,  Petaling Jaya ,Condominium,4.0,3.0,3.0,"1,070 sq. ft.",Fully Furnished,"RM 3,150",24/10/2025,5.0
KV100840,KLCC,Studio,1.0,1.0,2.0,430 sq. ft.,,"RM 2,550",12/06/2025,3.9
KV100294,kajang,Condominium,2.0,2.0,1.0,"1,220 sq. ft.",Not Furnished,"RM 1,900",12/01/2026,3.8
KV100452,Setapak,Apartment,4.0,4.0,3.0,880 sq. ft.,Fully Furnished,"RM 1,850",2025-09-26,4.3
KV100694,Ampang,Studio,1.0,1.0,0.0,320 sq. ft.,Fully Furnished,"RM 1,400",2025-12-04,
KV100618,ampang,Terrace House,5.0,5.0,2.0,"1,580 sq. ft.",PARTIALLY FURNISHED,"RM 3,850",19/07/2026,4.1
KV100699,Shah Alam,Condominium,3.0,2.0,2.0,,Partially Furnished,"RM 3,000",07/04/2025,3.7
KV100019,KLCC  ,Condominium,4.0,,3.0,"1,170 sq. ft.",Fully Furnished,"RM 6,000",2025-06-05,4.1
KV100868,Cheras,Serviced Residence,2.0,2.0,2.0,"20,495 sq. ft.",Fully Furnished,"RM 2,900",2025-07-04,3.4
KV101034,KLCC,Condominium,2.0,1.0,0.0,"1,190 sq. ft.",PARTIALLY FURNISHED,"RM 6,100",2026-07-04,3.6
KV100708,Kajang,Serviced Residence,3.0,3.0,,"1,150 sq. ft.",Fully Furnished,"RM 2,300",10/10/2025,5.0
KV100713,Cheras,Serviced Residence,3.0,2.0,0.0,,Fully Furnished,RM 0,2026-01-03,4.6
KV101067,KLCC,Terrace House,3.0,2.0,2.0,"1,880 sq. ft.",Not Furnished,"RM 6,200",2026-03-27,3.8
KV101130,Subang Jaya,Terrace House,4.0,4.0,2.0,"1,200 sq. ft.",Partially Furnished,"RM 2,150",2025-11-03,4.6
KV100662,Cyberjaya,Terrace House,5.0,4.0,2.0,"1,980 sq. ft.",Fully Furnished,"RM 3,700",2025-06-29,3.7
KV100921,KLCC,Condominium,3.0,2.0,2.0,"1,180 sq. ft.",Fully Furnished,"RM 7,000",16/08/2025,3.8
KV100137,Setapak,Condominium,4.0,3.0,1.0,"1,200 sq. ft.",Partially Furnished,"RM 2,200",2025-08-17,3.9
KV100426,Petaling Jaya,Terrace House,5.0,4.0,2.0,"1,760 sq. ft.",Partially Furnished,"RM 3,900",10/06/2026,4.4
KV100866,Ampang,Apartment,3.0,,2.0,590 sq. ft.,not furnished,"RM 1,300",2026-05-05,
KV100185,Bangsar  ,Apartment,2.0,1.0,2.0,960 sq. ft.,Full Furnished,"RM 3,250",2026-05-14,4.9
KV100780,Shah Alam  ,Serviced Residence,2.0,2.0,,"1,080 sq. ft.",Partially Furnished,"RM 2,250",01/05/2025,
KV100680,subang jaya,Apartment,2.0,1.0,1.0,750 sq. ft.,Fully Furnished,"RM 1,900",2026-02-13,4.4
KV101170,Subang Jaya,Condominium,3.0,2.0,0.0,"1,360 sq. ft.",Unfurnished,"RM 3,100",04/02/2026,4.6
KV100578,Subang Jaya,Serviced Residence,3.0,2.0,2.0,890 sq. ft.,fully furnished,"RM 3,100",2026-06-27,
KV100606,Cyberjaya,Studio,1.0,1.0,2.0,390 sq. ft.,Partly Furnished,RM 950,06/07/2025,3.7
